audio_path,word,ipa,ipa_clean,source,split
data/raw/phonemeref_data/audio/consultations/en018788.mp3,consultations,/ˌkɒnsəlˈteɪʃən/,kɒnsəlteɪʃən,wordreference,train
data/raw/phonemeref_data/audio/disks/en1025505.mp3,disks,/ˈdɪsk/,dɪsk,wordreference,train
data/raw/phonemeref_data/audio/imaginations/en045118.mp3,imaginations,/ɪˌmædʒɪˈneɪʃən/,ɪmædʒɪneɪʃən,wordreference,train
data/raw/phonemeref_data/audio/beforehand/en007417.mp3,beforehand,/bɪˈfɔːrhænd/,bɪfɔrhænd,wordreference,train
data/raw/phonemeref_data/audio/potters/en1067271.mp3,potters,/ˈpɒtə/,pɒtə,wordreference,train
data/raw/phonemeref_data/audio/carefree/en012939.mp3,carefree,/ˈkɛərfriː/,kɛərfri,wordreference,train
data/raw/phonemeref_data/audio/abstracts/en000332.mp3,abstracts,/ˈæbstrækt/,æbstrækt,wordreference,train
data/raw/phonemeref_data/audio/granted/en039735.mp3,granted,/ˈgrɑːntɪd/,grɑntɪd,wordreference,train
data/raw/phonemeref_data/audio/outbreaks/en060440.mp3,outbreaks,/ˈaʊtbreɪk/,aʊtbreɪk,wordreference,train
data/raw/phonemeref_data/audio/florid/en1034232.mp3,florid,/ˈflɒrɪd/,flɒrɪd,wordreference,train
data/raw/phonemeref_data/audio/density/en1023519.mp3,density,/ˈdɛnsɪti/,dɛnsɪti,wordreference,train
data/raw/phonemeref_data/audio/armadillo/en1005333.mp3,armadillo,/ˌɑːrməˈdɪləʊ/,ɑrmədɪloʊ,wordreference,train
data\speechocean\audio\so_train_00061.wav,THEN MANDY WALKS TO RESTROOM,ðɛnmændiwɔksturɛstrʊm,ðɛnmændiwɔksturɛstrʊm,speechocean762,validation
data/raw/phonemeref_data/audio/huts/en044744.mp3,huts,/ˈhʌt/,hʌt,wordreference,train
data/raw/phonemeref_data/audio/inmate/en046455.mp3,inmate,/ˈɪnmeɪt/,ɪnmeɪt,wordreference,train
data/raw/phonemeref_data/audio/western/en097511.mp3,western,/ˈwɛstən/,wɛstən,wordreference,train
data/raw/phonemeref_data/audio/sacrifices/en074749.mp3,sacrifices,/ˈsækrɪfaɪs/,sækrɪfaɪs,wordreference,train
data/raw/phonemeref_data/audio/accountants/en000632.mp3,accountants,/əˈkaʊntənt/,əkaʊntənt,wordreference,train
data/raw/phonemeref_data/audio/submission/en085637.mp3,submission,/səbˈmɪʃən/,səbmɪʃən,wordreference,train
data/raw/phonemeref_data/audio/FBI/en1032720.mp3,FBI,/ˌɛfbiːˈaɪ/,ɛfbiaɪ,wordreference,train
data/raw/phonemeref_data/audio/downcast/en1026782.mp3,downcast,/ˈdaʊnkɑːst/,daʊnkɑst,wordreference,train
data/raw/phonemeref_data/audio/pressing/en066479.mp3,pressing,/ˈprɛsɪŋ/,prɛsɪŋ,wordreference,train
data/raw/phonemeref_data/audio/resultants/en1073964.mp3,resultants,/rɪˈzʌltənt/,rɪzʌltənt,wordreference,train
data/raw/phonemeref_data/audio/midge/en1056023.mp3,midge,/ˈmɪdʒ/,mɪdʒ,wordreference,train
data/raw/phonemeref_data/audio/automobile/en1006621.mp3,automobile,/ˈɔːtəməbiːl/,ɔtəməbil,wordreference,train
data/raw/phonemeref_data/audio/peacefully/en1063838.mp3,peacefully,/ˈpiːsfʊli/,pisfʊli,wordreference,train
data/raw/phonemeref_data/audio/pigs/en063884.mp3,pigs,/ˈpɪg/,pɪg,wordreference,train
data/raw/phonemeref_data/audio/bread/en010275.mp3,bread,/ˈbrɛd/,brɛd,wordreference,train
data/raw/phonemeref_data/audio/transports/en091644.mp3,transports,/ˈtrænspɔːrt/,trænspɔrt,wordreference,train
data/raw/phonemeref_data/audio/historically/en1041942.mp3,historically,/hɪˈstɒrɪkəli/,hɪstɒrɪkəli,wordreference,train
data\speechocean\audio\so_train_00115.wav,MARY IS GOING TO SEE MONKEY,mærɪɪzgoʊɪŋtusimʌŋki,mærɪɪzgoʊɪŋtusimʌŋki,speechocean762,validation
data/raw/phonemeref_data/audio/subsidy/en085743.mp3,subsidy,/ˈsʌbsɪdi/,sʌbsɪdi,wordreference,train
data/raw/phonemeref_data/audio/racism/en1070854.mp3,racism,/ˈreɪsɪzəm/,reɪsɪzəm,wordreference,train
data/raw/phonemeref_data/audio/least/en050397.mp3,least,/ˈliːst/,list,wordreference,train
data/raw/phonemeref_data/audio/going/en039194.mp3,going,/ˈgəʊɪŋ/,goʊɪŋ,wordreference,train
data/raw/phonemeref_data/audio/seam/en076300.mp3,seam,/ˈsiːm/,sim,wordreference,train
data/raw/phonemeref_data/audio/Chinese/en014817.mp3,Chinese,/ˌtʃaɪˈniːz/,tʃaɪniz,wordreference,train
data/raw/phonemeref_data/audio/fluent/en035178.mp3,fluent,/ˈfluːənt/,fluənt,wordreference,train
data/raw/phonemeref_data/audio/employer/en029421.mp3,employer,/ɪmˈplɔɪər/,ɪmplɔɪər,wordreference,train
data/raw/phonemeref_data/audio/delegations/en1023072.mp3,delegations,/ˌdɛlɪˈgeɪʃən/,dɛlɪgeɪʃən,wordreference,train
data/raw/phonemeref_data/audio/forlorn/en036100.mp3,forlorn,/fɔːrˈlɔːrn/,fɔrlɔrn,wordreference,train
data/raw/phonemeref_data/audio/fewer/en033634.mp3,fewer,/ˈfjuːər/,fjuər,wordreference,train
data/raw/phonemeref_data/audio/united/en093972.mp3,united,/juːˈnaɪtɪd/,junaɪtɪd,wordreference,train
data/raw/phonemeref_data/audio/convenes/en019219.mp3,convenes,/kənˈviːn/,kənvin,wordreference,train
data/raw/phonemeref_data/audio/concurs/en018052.mp3,concurs,/kənˈkɜːr/,kənkɜr,wordreference,train
data\speechocean\audio\so_train_01325.wav,YES THAT IS SOMETHING,jɛsðætɪzsʌmθɪŋ,jɛsðætɪzsʌmθɪŋ,speechocean762,test
data/raw/phonemeref_data/audio/backwardness/en1006981.mp3,backwardness,/ˈbækwərdnɪs/,bækwərdnɪs,wordreference,train
data/raw/phonemeref_data/audio/curious/en021735.mp3,curious,/ˈkjʊəriəs/,kjʊəriəs,wordreference,train
data/raw/phonemeref_data/audio/unaffected/en1092845.mp3,unaffected,/ˌʌnəˈfɛktɪd/,ʌnəfɛktɪd,wordreference,train
data/raw/phonemeref_data/audio/latex/en1050687.mp3,latex,/ˈleɪtɛks/,leɪtɛks,wordreference,train
data/raw/phonemeref_data/audio/unforeseen/en093821.mp3,unforeseen,/ˌʌnfərˈsiːn/,ʌnfərsin,wordreference,train
data/raw/phonemeref_data/audio/position/en065645.mp3,position,/pəˈzɪʃən/,pəzɪʃən,wordreference,train
data/raw/phonemeref_data/audio/visitors/en095861.mp3,visitors,/ˈvɪzɪtər/,vɪzɪtər,wordreference,train
data/raw/phonemeref_data/audio/elaborate/en028854.mp3,elaborate,/ɪˈlæbərət/,ɪlæbərət,wordreference,train
data/raw/phonemeref_data/audio/manor/en053617.mp3,manor,/ˈmænər/,mænər,wordreference,train
data/raw/phonemeref_data/audio/presence/en066384.mp3,presence,/ˈprɛzəns/,prɛzəns,wordreference,train
data/raw/phonemeref_data/audio/normal/en058551.mp3,normal,/ˈnɔːrməl/,nɔrməl,wordreference,train
data\speechocean\audio\so_train_00377.wav,NOTHING COMES FROM A SINGLE CAUSE BUT FROM MANY,nʌθɪŋkəmzfrəməsɪŋglkɔzbətfrəmmɛni,nʌθɪŋkəmzfrəməsɪŋglkɔzbətfrəmmɛni,speechocean762,validation
data/raw/phonemeref_data/audio/slipper/en080087.mp3,slipper,/ˈslɪpər/,slɪpər,wordreference,train
data/raw/phonemeref_data/audio/gulls/en040791.mp3,gulls,/ˈgʌl/,gʌl,wordreference,train
data/raw/phonemeref_data/audio/daughter/en022513.mp3,daughter,/ˈdɔːtər/,dɔtər,wordreference,train
data/raw/phonemeref_data/audio/cracks/en020420.mp3,cracks,/ˈkræk/,kræk,wordreference,train
data/raw/phonemeref_data/audio/Martian/en1054592.mp3,Martian,/ˈmɑːrʃən/,mɑrʃən,wordreference,train
data/raw/phonemeref_data/audio/lattice/en049908.mp3,lattice,/ˈlætɪs/,lætɪs,wordreference,train
data/raw/phonemeref_data/audio/suave/en085596.mp3,suave,/ˈswɑːv/,swɑv,wordreference,train
data/raw/phonemeref_data/audio/drier/en1027254.mp3,drier,/ˈdraɪər/,draɪər,wordreference,train
data/raw/phonemeref_data/audio/sincerely/en079130.mp3,sincerely,/sɪnˈsɪərli/,sɪnsɪərli,wordreference,train
data/raw/phonemeref_data/audio/woodpecker/en1099756.mp3,woodpecker,/ˈwʊdpɛkər/,wʊdpɛkər,wordreference,train
data/raw/phonemeref_data/audio/womans/en098868.mp3,womans,/ˈwʊmən/,wʊmən,wordreference,train
data/raw/phonemeref_data/audio/bets/en007918.mp3,bets,/ˈbɛt/,bɛt,wordreference,train
data/raw/phonemeref_data/audio/fortune/en036267.mp3,fortune,/ˈfɔːrtʃuːn/,fɔrtʃun,wordreference,train
data/raw/phonemeref_data/audio/underwater/en1093616.mp3,underwater,/ˌʌndərˈwɔːtər/,ʌndərwɔtər,wordreference,train
data/raw/phonemeref_data/audio/contemptuous/en1019209.mp3,contemptuous,/kənˈtɛmptʃuəs/,kəntɛmptʃuəs,wordreference,train
data/raw/phonemeref_data/audio/providing/en067792.mp3,providing,/prəˈvaɪdɪŋ/,prəvaɪdɪŋ,wordreference,train
data/raw/phonemeref_data/audio/primrose/en1068400.mp3,primrose,/ˈprɪmrəʊz/,prɪmroʊz,wordreference,train
data/raw/phonemeref_data/audio/hen/en042771.mp3,hen,/ˈhɛn/,hɛn,wordreference,train
data/raw/phonemeref_data/audio/veteran/en1096583.mp3,veteran,/ˈvɛtərən/,vɛtərən,wordreference,train
data/raw/phonemeref_data/audio/betrays/en007925.mp3,betrays,/bɪˈtreɪ/,bɪtreɪ,wordreference,train
data\speechocean\audio\so_train_00740.wav,GUN DEATH AT THE BOTTOM OF THE LIST,gəndɛθætðəbʌtəməvðəlɪst,gəndɛθætðəbʌtəməvðəlɪst,speechocean762,validation
data/raw/phonemeref_data/audio/summers/en086218.mp3,summers,/ˈsʌmər/,sʌmər,wordreference,train
data/raw/phonemeref_data/audio/main/en053184.mp3,main,/ˈmeɪn/,meɪn,wordreference,train
data\speechocean\audio\so_train_00689.wav,IF YOU COULD KNOW IT ALL,ɪfjukʊdnoʊɪtɔl,ɪfjukʊdnoʊɪtɔl,speechocean762,validation
data/raw/phonemeref_data/audio/whoa/en1098975.mp3,whoa,/wəʊ/,woʊ,wordreference,train
data/raw/phonemeref_data/audio/flop/en035055.mp3,flop,/ˈflɒp/,flɒp,wordreference,train
data\speechocean\audio\so_train_00806.wav,I NEVER TO SEE THEM AGAIN,aɪnɛvɜrtusiðəməgɛn,aɪnɛvɜrtusiðəməgɛn,speechocean762,validation
data/raw/phonemeref_data/audio/substantial/en085767.mp3,substantial,/səbˈstænʃəl/,səbstænʃəl,wordreference,train
data/raw/phonemeref_data/audio/journalists/en048385.mp3,journalists,/ˈdʒɜːrnəlɪst/,dʒɜrnəlɪst,wordreference,train
data/raw/phonemeref_data/audio/pesos/en063443.mp3,pesos,/ˈpeɪsəʊ/,peɪsoʊ,wordreference,train
data\speechocean\audio\so_train_00474.wav,THAT WE'RE HAPPY,ðætwɪəhæpi,ðætwɪəhæpi,speechocean762,validation
data\speechocean\audio\so_train_00698.wav,SO MIKE WIT INTO THE WASHROOM,soʊmaɪkwɪtɪntuðəwʌʃrum,soʊmaɪkwɪtɪntuðəwʌʃrum,speechocean762,validation
data/raw/phonemeref_data/audio/properly/en067514.mp3,properly,/ˈprɒpərli/,prɒpərli,wordreference,train
data/raw/phonemeref_data/audio/objectionable/en1060212.mp3,objectionable,/əbˈdʒɛkʃənəbəl/,əbdʒɛkʃənəbəl,wordreference,train
data/raw/phonemeref_data/audio/therein/en089347.mp3,therein,/ˌðɛərˈɪn/,ðɛərɪn,wordreference,train
data/raw/phonemeref_data/audio/gyms/en040920.mp3,gyms,/ˈdʒɪm/,dʒɪm,wordreference,train
data/raw/phonemeref_data/audio/mooring/en1057493.mp3,mooring,/ˈmʊərɪŋ/,mʊərɪŋ,wordreference,train
data\speechocean\audio\so_train_01015.wav,THE MOST BEAUTIFUL WOMAN IN THE UNIVERSE,ðəmoʊstbjutɪflwʊmənɪnðəjunɪvɜrs,ðəmoʊstbjutɪflwʊmənɪnðəjunɪvɜrs,speechocean762,test
data/raw/phonemeref_data/audio/sweet/en087220.mp3,sweet,/ˈswiːt/,swit,wordreference,train
data\speechocean\audio\so_train_01220.wav,WHAT WAS SHE HAS ABOUT,wətwəzʃihæzəbaʊt,wətwəzʃihæzəbaʊt,speechocean762,test
data/raw/phonemeref_data/audio/decreasing/en1022585.mp3,decreasing,/diːˈkriːsɪŋ/,dikrisɪŋ,wordreference,train
data/raw/phonemeref_data/audio/trespass/en091920.mp3,trespass,/ˈtrɛspəs/,trɛspəs,wordreference,train
data/raw/phonemeref_data/audio/sustains/en086965.mp3,sustains,/səˈsteɪn/,səsteɪn,wordreference,train
data/raw/phonemeref_data/audio/highball/en1041728.mp3,highball,/ˈhaɪbɔːl/,haɪbɔl,wordreference,train
data/raw/phonemeref_data/audio/inventory/en047413.mp3,inventory,/ˈɪnvəntəri/,ɪnvəntəri,wordreference,train
data/raw/phonemeref_data/audio/reductions/en070610.mp3,reductions,/rɪˈdʌkʃən/,rɪdʌkʃən,wordreference,train
data/raw/phonemeref_data/audio/harvest/en041836.mp3,harvest,/ˈhɑːrvɪst/,hɑrvɪst,wordreference,train
data\speechocean\audio\so_train_00646.wav,JAYME THIS IS MUSHROOM,dʒeɪmiðɪsɪzmʌʃrum,dʒeɪmiðɪsɪzmʌʃrum,speechocean762,validation
data/raw/phonemeref_data/audio/camper/en1012813.mp3,camper,/ˈkæmpər/,kæmpər,wordreference,train
data\speechocean\audio\so_train_01418.wav,BUT WHO ELSE WAS TO DO IT,bəthuɛlswəztudʊɪt,bəthuɛlswəztudʊɪt,speechocean762,test
data/raw/phonemeref_data/audio/parlance/en1063186.mp3,parlance,/ˈpɑːrləns/,pɑrləns,wordreference,train
data/raw/phonemeref_data/audio/report/en072038.mp3,report,/rɪˈpɔːrt/,rɪpɔrt,wordreference,train
data/raw/phonemeref_data/audio/jeopardy/en048068.mp3,jeopardy,/ˈdʒɛpərdi/,dʒɛpərdi,wordreference,train
data/raw/phonemeref_data/audio/republican/en1073533.mp3,republican,/rɪˈpʌblɪkən/,rɪpʌblɪkən,wordreference,train
data/raw/phonemeref_data/audio/charger/en1014646.mp3,charger,/ˈtʃɑːrdʒər/,tʃɑrdʒər,wordreference,train
data/raw/phonemeref_data/audio/plunging/en1066337.mp3,plunging,/ˈplʌndʒɪŋ/,plʌndʒɪŋ,wordreference,train
data/raw/phonemeref_data/audio/crate/en020619.mp3,crate,/ˈkreɪt/,kreɪt,wordreference,train
data/raw/phonemeref_data/audio/torrent/en1090575.mp3,torrent,/ˈtɒrənt/,tɒrənt,wordreference,train
data/raw/phonemeref_data/audio/homesick/en043757.mp3,homesick,/ˈhəʊmsɪk/,hoʊmsɪk,wordreference,train
data/raw/phonemeref_data/audio/testify/en1089155.mp3,testify,/ˈtɛstɪfaɪ/,tɛstɪfaɪ,wordreference,train
data/raw/phonemeref_data/audio/sugary/en1086357.mp3,sugary,/ˈʃʊgəri/,ʃʊgəri,wordreference,train
data/raw/phonemeref_data/audio/largely/en049743.mp3,largely,/ˈlɑːrdʒli/,lɑrdʒli,wordreference,train
data/raw/phonemeref_data/audio/flooring/en1034206.mp3,flooring,/ˈflɔːrɪŋ/,flɔrɪŋ,wordreference,train
data/raw/phonemeref_data/audio/simply/en079085.mp3,simply,/ˈsɪmpli/,sɪmpli,wordreference,train
data/raw/phonemeref_data/audio/granite/en1038749.mp3,granite,/ˈgrænɪt/,grænɪt,wordreference,train
data/raw/phonemeref_data/audio/poplars/en1066871.mp3,poplars,/ˈpɒplər/,pɒplər,wordreference,train
data/raw/phonemeref_data/audio/sexual/en077393.mp3,sexual,/ˈsɛkʃuəl/,sɛkʃuəl,wordreference,train
data\speechocean\audio\so_train_01633.wav,FOR YEARS THIS WENT ON,fɔjɪərzðɪswɛntən,fɔjɪərzðɪswɛntən,speechocean762,test
data/raw/phonemeref_data/audio/swig/en1087278.mp3,swig,/ˈswɪg/,swɪg,wordreference,train
data/raw/phonemeref_data/audio/stokes/en084483.mp3,stokes,/ˈstəʊk/,stoʊk,wordreference,train
data/raw/phonemeref_data/audio/impractical/en1044634.mp3,impractical,/ɪmˈpræktɪkəl/,ɪmpræktɪkəl,wordreference,train
data/raw/phonemeref_data/audio/living/en051818.mp3,living,/ˈlɪvɪŋ/,lɪvɪŋ,wordreference,train
data/raw/phonemeref_data/audio/discovery/en025554.mp3,discovery,/dɪˈskʌvəri/,dɪskʌvəri,wordreference,train
data/raw/phonemeref_data/audio/thong/en089595.mp3,thong,/ˈθɒŋ/,θɒŋ,wordreference,train
data/raw/phonemeref_data/audio/legislation/en1051338.mp3,legislation,/ˌlɛdʒɪsˈleɪʃən/,lɛdʒɪsleɪʃən,wordreference,train
data/raw/phonemeref_data/audio/creased/en1020498.mp3,creased,/ˈkriːst/,krist,wordreference,train
data/raw/phonemeref_data/audio/auditor/en1006265.mp3,auditor,/ˈɔːdɪtər/,ɔdɪtər,wordreference,train
data/raw/phonemeref_data/audio/magnitudes/en053114.mp3,magnitudes,/ˈmægnɪtjuːd/,mægnɪtjud,wordreference,train
data\speechocean\audio\so_train_01305.wav,DOES SHE WANT TO SEE ME,dəzʃiwɑnttusimi,dəzʃiwɑnttusimi,speechocean762,test
data/raw/phonemeref_data/audio/heavenly/en1041106.mp3,heavenly,/ˈhɛvənli/,hɛvənli,wordreference,train
data/raw/phonemeref_data/audio/cortex/en1019978.mp3,cortex,/ˈkɔːrtɛks/,kɔrtɛks,wordreference,train
data/raw/phonemeref_data/audio/godmother/en1038194.mp3,godmother,/ˈgɒdmʌðər/,gɒdmʌðər,wordreference,train
data\speechocean\audio\so_train_01180.wav,THEN HEAR THEM FATHER,ðɛnhɪəðəmfɑðɜr,ðɛnhɪəðəmfɑðɜr,speechocean762,test
data/raw/phonemeref_data/audio/stimulation/en1084898.mp3,stimulation,/ˌstɪmjʊˈleɪʃən/,stɪmjʊleɪʃən,wordreference,train
data/raw/phonemeref_data/audio/inexhaustible/en1045948.mp3,inexhaustible,/ˌɪnɪgˈzɔːstəbəl/,ɪnɪgzɔstəbəl,wordreference,train
data/raw/phonemeref_data/audio/duress/en027979.mp3,duress,/djʊˈrɛs/,djʊrɛs,wordreference,train
data/raw/phonemeref_data/audio/translator/en091620.mp3,translator,/trænsˈleɪtər/,trænsleɪtər,wordreference,train
data/raw/phonemeref_data/audio/shotgun/en078290.mp3,shotgun,/ˈʃɒtgʌn/,ʃɒtgʌn,wordreference,train
data/raw/phonemeref_data/audio/irreparable/en1048409.mp3,irreparable,/ɪˈrɛpərəbəl/,ɪrɛpərəbəl,wordreference,train
data/raw/phonemeref_data/audio/threshold/en089795.mp3,threshold,/ˈθrɛʃhəʊld/,θrɛʃhoʊld,wordreference,train
data/raw/phonemeref_data/audio/racers/en1070813.mp3,racers,/ˈreɪsər/,reɪsər,wordreference,train
data/raw/phonemeref_data/audio/dramatizes/en1026982.mp3,dramatizes,/ˈdræmətaɪz/,dræmətaɪz,wordreference,train
data\speechocean\audio\so_train_00522.wav,MAINLY THOSE WHO WERE NOT WORKING,meɪnliðoʊzhuwɜrnətwɜrkɪŋ,meɪnliðoʊzhuwɜrnətwɜrkɪŋ,speechocean762,validation
data/raw/phonemeref_data/audio/limerick/en1052021.mp3,limerick,/ˈlɪmərɪk/,lɪmərɪk,wordreference,train
data/raw/phonemeref_data/audio/hawker/en1040729.mp3,hawker,/ˈhɔːkər/,hɔkər,wordreference,train
data/raw/phonemeref_data/audio/unrealistic/en094155.mp3,unrealistic,/ˌʌnrɪəˈlɪstɪk/,ʌnrɪəlɪstɪk,wordreference,train
data/raw/phonemeref_data/audio/adolescence/en1002097.mp3,adolescence,/ˌædəˈlɛsəns/,ædəlɛsəns,wordreference,train
data/raw/phonemeref_data/audio/complain/en017526.mp3,complain,/kəmˈpleɪn/,kəmpleɪn,wordreference,train
data/raw/phonemeref_data/audio/edifices/en1028370.mp3,edifices,/ˈɛdɪfɪs/,ɛdɪfɪs,wordreference,train
data/raw/phonemeref_data/audio/trainer/en091450.mp3,trainer,/ˈtreɪnər/,treɪnər,wordreference,train
data/raw/phonemeref_data/audio/fingers/en034128.mp3,fingers,/ˈfɪŋgər/,fɪŋgər,wordreference,train
data/raw/phonemeref_data/audio/stork/en084634.mp3,stork,/ˈstɔːrk/,stɔrk,wordreference,train
data/raw/phonemeref_data/audio/hateful/en1040635.mp3,hateful,/ˈheɪtfʊl/,heɪtfʊl,wordreference,train
data/raw/phonemeref_data/audio/phases/en063540.mp3,phases,/ˈfeɪz/,feɪz,wordreference,train
data/raw/phonemeref_data/audio/skirt/en079608.mp3,skirt,/ˈskɜːrt/,skɜrt,wordreference,train
data\speechocean\audio\so_train_00817.wav,MAN PILLAR IS THE BEST,mænpɪləɪzðəbɛst,mænpɪləɪzðəbɛst,speechocean762,validation
data/raw/phonemeref_data/audio/narrator/en057604.mp3,narrator,/nəˈreɪtər/,nəreɪtər,wordreference,train
data/raw/phonemeref_data/audio/grammars/en039637.mp3,grammars,/ˈgræmər/,græmər,wordreference,train
data/raw/phonemeref_data/audio/dropouts/en027632.mp3,dropouts,/ˈdrɒpˌaʊt/,drɒpaʊt,wordreference,train
data/raw/phonemeref_data/audio/frequently/en036750.mp3,frequently,/ˈfriːkwəntli/,frikwəntli,wordreference,train
data/raw/phonemeref_data/audio/intruders/en1047954.mp3,intruders,/ɪnˈtruːdər/,ɪntrudər,wordreference,train
data/raw/phonemeref_data/audio/these/en089383.mp3,these,/ˈðiːz/,ðiz,wordreference,train
data/raw/phonemeref_data/audio/trigger/en092013.mp3,trigger,/ˈtrɪgər/,trɪgər,wordreference,train
data/raw/phonemeref_data/audio/oxygens/en1062318.mp3,oxygens,/ˈɒksɪdʒən/,ɒksɪdʒən,wordreference,train
data/raw/phonemeref_data/audio/random/en069401.mp3,random,/ˈrændəm/,rændəm,wordreference,train
data/raw/phonemeref_data/audio/rehabilitation/en1072774.mp3,rehabilitation,/ˌriːhəbɪlɪˈteɪʃən/,rihəbɪlɪteɪʃən,wordreference,train
data/raw/phonemeref_data/audio/Hungarian/en1043228.mp3,Hungarian,/hʌŋˈgɛəriən/,hʌŋgɛəriən,wordreference,train
data/raw/phonemeref_data/audio/microscope/en1055974.mp3,microscope,/ˈmaɪkrəskəʊp/,maɪkrəskoʊp,wordreference,train
data/raw/phonemeref_data/audio/left/en050528.mp3,left,/ˈlɛft/,lɛft,wordreference,train
